2454246.0076787 300000.0000000 0.000011 0.000000 2.832089 1.368550 0.000000 0.000000 0.000000
2454246.0078061 300000.0000000 -0.010261 -0.003950 2.832684 1.362285 -0.018800 0.012026 0.000145
2454246.0079334 300000.0000000 -0.001747 -0.002679 2.833147 1.365355 -0.018800 0.024051 0.000578
2454246.0080607 300000.0000000 -0.005547 -0.012679 2.833280 1.367155 0.000000 0.036078 0.001302
2454246.0081880 300000.0000000 -0.000465 -0.003016 2.834429 1.363524 0.000000 0.048097 0.002313
2454246.0083153 300000.0000000 -0.002055 -0.001161 2.831530 1.361689 -0.009400 0.060122 0.003615
2454246.0084426 300000.0000000 -0.011225 -0.004058 2.835445 1.362528 0.000000 0.072149 0.005205
2454246.0085699 300000.0000000 -0.008792 -0.000255 2.834945 1.363882 -0.009400 0.084174 0.007085
2454246.0086972 300000.0000000 0.000190 -0.010029 2.836239 1.362677 -0.009400 0.096199 0.009254
2454246.0088246 300000.0000000 -0.005827 -0.014318 2.834804 1.363763 -0.009400 0.108225 0.011713
2454246.0089519 300000.0000000 -0.013933 -0.019269 2.840672 1.362432 -0.009400 0.120250 0.014460
2454246.0090792 300000.0000000 -0.001093 -0.011908 2.836001 1.367956 0.000000 0.132277 0.017497
2454246.0109081 300000.0000000 -0.016763 -0.026447 2.844168 1.364418 -0.009400 0.305009 0.093031
2454246.0110354 300000.0000000 -0.014643 -0.026095 2.843855 1.364879 -0.018800 0.317035 0.100511
2454246.0111627 300000.0000000 -0.019079 -0.019638 2.845424 1.362920 -0.018800 0.329061 0.108281
2454246.0112901 300000.0000000 -0.009706 -0.025284 2.843152 1.362731 -0.009400 0.341086 0.116340
2454246.0114174 300000.0000000 -0.024696 -0.022839 2.848172 1.359135 -0.018800 0.353111 0.124688
2454246.0115447 300000.0000000 -0.019543 -0.026528 2.849984 1.363526 -0.028200 0.365137 0.133325
2454246.0116720 300000.0000000 -0.017779 -0.028252 2.847011 1.358052 0.000000 0.377163 0.142252
2454246.0117993 300000.0000000 -0.017662 -0.025865 2.850468 1.360616 -0.009400 0.389188 0.151467
2454246.0119267 300000.0000000 -0.013145 -0.031023 2.847618 1.360730 -0.018800 0.401214 0.160973
2454246.0120540 300000.0000000 -0.019472 -0.019871 2.848262 1.364050 -0.018800 0.413239 0.170767
2454246.0121813 300000.0000000 -0.005435 -0.018488 2.849547 1.365316 0.000000 0.425266 0.180851
2454246.0123086 300000.0000000 -0.003815 -0.035574 2.849489 1.358104 -0.009400 0.437291 0.191223
2454246.0124360 300000.0000000 -0.014342 -0.014680 2.847075 1.364405 -0.047000 0.449316 0.201885
2454246.0141722 300000.0000000 -0.023007 -0.029181 2.851549 1.363034 -0.009400 0.613300 0.376137
2454246.0142995 300000.0000000 -0.007706 -0.031839 2.851874 1.360091 -0.028200 0.625326 0.391033
2454246.0144268 300000.0000000 -0.021182 -0.035179 2.854786 1.364151 -0.018800 0.637351 0.406217
2454246.0145542 300000.0000000 -0.022849 -0.028806 2.856346 1.359391 -0.018800 0.649378 0.421691
2454246.0146815 300000.0000000 -0.026862 -0.034012 2.852840 1.362102 -0.028200 0.661403 0.437454
2454246.0148088 300000.0000000 -0.021376 -0.032445 2.855615 1.362593 -0.028200 0.673428 0.453505
2454246.0149361 300000.0000000 -0.006850 -0.036602 2.852752 1.359032 -0.009400 0.685454 0.469848
2454246.0150635 300000.0000000 -0.025357 -0.035297 2.857945 1.360252 -0.028200 0.697480 0.486478
2454246.0151908 300000.0000000 -0.008203 -0.031957 2.855763 1.363352 -0.028200 0.709506 0.503398
2454246.0153181 300000.0000000 -0.010755 -0.039684 2.858457 1.356245 -0.009400 0.721531 0.520607
2454246.0154454 300000.0000000 -0.009004 -0.032785 2.856862 1.363063 -0.028200 0.733550 0.538096
2454246.0155727 300000.0000000 -0.026991 -0.028747 2.860202 1.360937 -0.037600 0.745577 0.555885
2454246.0157000 300000.0000000 -0.024652 -0.041453 2.855099 1.363693 -0.009400 0.757602 0.573961
2454246.0174363 300000.0000000 -0.025788 -0.035791 2.863635 1.361232 -0.047000 0.921592 0.849331
2454246.0175636 300000.0000000 -0.024405 -0.033133 2.862697 1.363919 -0.028200 0.933617 0.871640
2454246.0176909 300000.0000000 -0.008180 -0.032240 2.863325 1.361471 -0.009400 0.945643 0.894241
2454246.0178183 300000.0000000 -0.024867 -0.046894 2.866258 1.354956 -0.037600 0.957668 0.917128
2454246.0179456 300000.0000000 -0.022237 -0.047539 2.867764 1.359812 -0.018800 0.969694 0.940307
2454246.0180729 300000.0000000 -0.023653 -0.040401 2.867714 1.360371 0.000000 0.981720 0.963774
2454246.0182002 300000.0000000 -0.019226 -0.037895 2.866555 1.362365 -0.028200 0.993745 0.987529
2454246.0183276 300000.0000000 -0.012805 -0.039482 2.866941 1.363749 -0.018800 1.005771 1.011575
2454246.0184549 300000.0000000 -0.004948 -0.029756 2.868059 1.363552 -0.009400 1.017796 1.035909
2454246.0185822 300000.0000000 -0.007274 -0.037094 2.867555 1.362478 -0.009400 1.029822 1.060534
2454246.0187095 300000.0000000 -0.023335 -0.045163 2.870783 1.360150 -0.018800 1.041848 1.085447
2454246.0188368 300000.0000000 -0.014591 -0.042041 2.867560 1.361944 -0.028200 1.053873 1.110648
2454246.0189642 300000.0000000 -0.010393 -0.038562 2.869368 1.360776 -0.037600 1.065899 1.136141
2454246.0207004 300000.0000000 -0.016735 -0.034996 2.873024 1.359274 -0.037600 1.229883 1.512613
2454246.0208277 300000.0000000 -0.009666 -0.030680 2.872880 1.360922 -0.009400 1.241908 1.542336
2454246.0209550 300000.0000000 -0.007024 -0.031822 2.872165 1.359783 -0.047000 1.253935 1.572352
2454246.0210824 300000.0000000 -0.019154 -0.039880 2.873259 1.359511 -0.037600 1.265960 1.602654
2454246.0212096 300000.0000000 -0.002681 -0.033072 2.872737 1.364096 -0.009400 1.277979 1.633231
2454246.0213370 300000.0000000 -0.005734 -0.028132 2.870250 1.361419 -0.037600 1.290006 1.664114
2454246.0214643 300000.0000000 -0.015038 -0.033232 2.872169 1.358420 -0.047000 1.302031 1.695284
2454246.0215916 300000.0000000 -0.018087 -0.035459 2.874306 1.359259 -0.047000 1.314056 1.726743
2454246.0217189 300000.0000000 -0.027787 -0.023909 2.873412 1.362171 -0.028200 1.326082 1.758494
2454246.0218463 300000.0000000 -0.020005 -0.038470 2.872297 1.360330 -0.009400 1.338107 1.790531
2454246.0219736 300000.0000000 -0.028066 -0.037187 2.872242 1.367096 -0.028200 1.350134 1.822861
2454246.0221009 300000.0000000 -0.010453 -0.028231 2.877953 1.359338 -0.037600 1.362159 1.855477
2454246.0222282 300000.0000000 -0.019357 -0.040071 2.871352 1.365194 -0.037600 1.374184 1.888382
2454246.0239645 300000.0000000 -0.019876 -0.021682 2.878494 1.362848 -0.018800 1.538174 2.365979
2454246.0240918 300000.0000000 -0.016863 -0.034945 2.876798 1.364081 -0.037600 1.550200 2.403120
2454246.0242192 300000.0000000 0.001897 -0.026731 2.877336 1.363764 -0.028200 1.562225 2.440548
2454246.0243465 300000.0000000 -0.008217 -0.022040 2.882399 1.359776 -0.037600 1.574251 2.478267
2454246.0244738 300000.0000000 -0.021165 -0.029957 2.880962 1.365122 -0.037600 1.586277 2.516273
2454246.0246011 300000.0000000 -0.019233 -0.028671 2.877931 1.361852 -0.009400 1.598302 2.554569
2454246.0247284 300000.0000000 -0.009456 -0.020937 2.877588 1.364630 -0.028200 1.610328 2.593156
2454246.0248558 300000.0000000 -0.018754 -0.031566 2.878336 1.362086 -0.028200 1.622353 2.632030
2454246.0249831 300000.0000000 -0.013864 -0.028199 2.874150 1.367086 -0.047000 1.634378 2.671193
2454246.0251104 300000.0000000 -0.026453 -0.024959 2.877142 1.357702 -0.028200 1.646405 2.710648
2454246.0252377 300000.0000000 -0.010789 -0.028906 2.878022 1.366082 -0.037600 1.658430 2.750390
2454246.0253651 300000.0000000 -0.004213 -0.023183 2.877581 1.359483 -0.047000 1.670456 2.790423
2454246.0254924 300000.0000000 -0.011459 -0.027035 2.879567 1.361156 -0.018800 1.682481 2.830743
2454246.0272286 300000.0000000 -0.026783 -0.025665 2.879397 1.361181 -0.047000 1.846460 3.409413
2454246.0273559 300000.0000000 0.000549 -0.015021 2.882795 1.360474 -0.028200 1.858485 3.453966
2454246.0274832 300000.0000000 -0.004234 -0.022814 2.882234 1.363478 -0.018800 1.870511 3.498812
2454246.0276105 300000.0000000 -0.002607 -0.022466 2.880511 1.362281 -0.028200 1.882536 3.543943
2454246.0277378 300000.0000000 0.001420 -0.014257 2.882334 1.364473 -0.028200 1.894562 3.589367
2454246.0278652 300000.0000000 -0.009527 -0.020677 2.882929 1.362984 -0.018800 1.906588 3.635077
2454246.0279925 300000.0000000 -0.011668 -0.016578 2.882117 1.367313 -0.037600 1.918613 3.681076
2454246.0281198 300000.0000000 -0.001171 -0.024912 2.882637 1.362042 -0.037600 1.930639 3.727367
2454246.0282471 300000.0000000 0.001180 -0.011976 2.883045 1.361390 -0.028200 1.942664 3.773945
2454246.0283745 300000.0000000 -0.000038 -0.023057 2.884139 1.363992 -0.028200 1.954691 3.820815
2454246.0285018 300000.0000000 -0.013131 -0.016254 2.882768 1.364069 -0.037600 1.966716 3.867971
2454246.0286291 300000.0000000 -0.005853 -0.008845 2.879961 1.363148 -0.018800 1.978741 3.915416
2454246.0287564 300000.0000000 -0.003262 -0.031256 2.883781 1.365164 -0.018800 1.990767 3.963154
2454246.0304927 300000.0000000 -0.024134 -0.015374 2.886302 1.362340 -0.037600 2.154757 4.642977
2454246.0306200 300000.0000000 -0.015681 -0.007960 2.887896 1.363037 -0.037600 2.166782 4.694945
2454246.0307474 300000.0000000 -0.012427 -0.016976 2.886607 1.368183 -0.047000 2.178807 4.747201
2454246.0308747 300000.0000000 -0.001152 -0.009802 2.887136 1.364760 -0.047000 2.190834 4.799752
2454246.0310020 300000.0000000 -0.004376 -0.015695 2.885555 1.365347 -0.028200 2.202859 4.852587
2454246.0311293 300000.0000000 -0.009869 -0.011325 2.886918 1.363518 -0.018800 2.214885 4.905715
2454246.0312567 300000.0000000 -0.006588 -0.007401 2.886784 1.364423 -0.037600 2.226910 4.959129
2454246.0313840 300000.0000000 -0.006020 -0.014901 2.889956 1.360539 -0.037600 2.238936 5.012836
2454246.0315113 300000.0000000 -0.004116 -0.016132 2.888887 1.368409 -0.028200 2.250962 5.066828
2454246.0316386 300000.0000000 0.004757 -0.009000 2.885920 1.362415 -0.037600 2.262987 5.121109
2454246.0317660 300000.0000000 -0.014855 -0.011647 2.886967 1.369665 -0.047000 2.275013 5.175684
2454246.0318933 300000.0000000 -0.014584 -0.008813 2.889332 1.363797 -0.056400 2.287038 5.230544
2454246.0320206 300000.0000000 -0.008800 -0.020338 2.891072 1.366603 -0.037600 2.299063 5.285693
2454246.0337568 300000.0000000 -0.003258 -0.012229 2.888512 1.366971 -0.028200 2.463042 6.066575
2454246.0338841 300000.0000000 -0.003342 -0.006938 2.889353 1.363119 -0.028200 2.475068 6.125962
2454246.0340114 300000.0000000 -0.018313 -0.003151 2.886979 1.366809 -0.028200 2.487093 6.185633
2454246.0341387 300000.0000000 -0.014334 -0.002561 2.889167 1.365382 -0.028200 2.499118 6.245593
2454246.0342661 300000.0000000 0.009653 -0.002708 2.891393 1.363660 -0.018800 2.511145 6.305848
2454246.0343934 300000.0000000 -0.012478 -0.013981 2.887782 1.363244 -0.037600 2.523170 6.366386
2454246.0345207 300000.0000000 -0.009524 -0.004579 2.887207 1.364989 -0.037600 2.535196 6.427219
2454246.0346480 300000.0000000 -0.006969 -0.009240 2.887518 1.367587 -0.028200 2.547221 6.488336
2454246.0347753 300000.0000000 0.004708 -0.006315 2.886057 1.364452 -0.018800 2.559246 6.549743
2454246.0349027 300000.0000000 -0.009407 -0.004704 2.890932 1.365559 -0.028200 2.571273 6.611443
2454246.0350300 300000.0000000 0.001772 -0.005559 2.887703 1.364733 -0.028200 2.583298 6.673428
2454246.0351573 300000.0000000 -0.016269 0.001100 2.889694 1.367142 -0.018800 2.595324 6.735707
2454246.0352847 300000.0000000 -0.004894 0.002114 2.886639 1.369539 -0.028200 2.607349 6.798271
2454246.0370209 300000.0000000 -0.015735 -0.004416 2.886188 1.367022 -0.047000 2.771339 7.680320
2454246.0371482 300000.0000000 0.001210 0.000631 2.889343 1.364764 -0.037600 2.783364 7.747117
2454246.0372756 300000.0000000 0.007721 0.006111 2.887386 1.366412 -0.047000 2.795390 7.814208
2454246.0704491 300000.0000000 -0.045909 0.080893 2.829768 1.912895 -0.009400 -0.354596 0.125738
2454246.0705764 300000.0000000 -0.056572 0.072452 2.826488 1.918936 -0.018800 -0.342570 0.117355
2454246.0707037 300000.0000000 -0.048820 0.076315 2.830491 1.914993 -0.009400 -0.330545 0.109260
2454246.0708310 300000.0000000 -0.047247 0.078726 2.827528 1.915160 -0.009400 -0.318519 0.101454
2454246.0709584 300000.0000000 -0.055172 0.076054 2.832207 1.919184 -0.018800 -0.306494 0.093938
2454246.0710857 300000.0000000 -0.059851 0.079266 2.833352 1.913109 0.000000 -0.294468 0.086711
2454246.0712130 300000.0000000 -0.052211 0.084985 2.833555 1.918358 0.000000 -0.282442 0.079774
2454246.0713403 300000.0000000 -0.064594 0.074091 2.830833 1.919715 0.000000 -0.270417 0.073125
2454246.0714677 300000.0000000 -0.051540 0.066109 2.833751 1.910554 -0.037600 -0.258391 0.066766
2454246.0715950 300000.0000000 -0.048505 0.081279 2.831057 1.914753 -0.018800 -0.246366 0.060696
2454246.0733311 300000.0000000 -0.047283 0.066266 2.839544 1.913470 -0.009400 -0.082387 0.006788
2454246.0734585 300000.0000000 -0.048146 0.069794 2.840949 1.912104 0.000000 -0.070362 0.004951
2454246.0735858 300000.0000000 -0.058935 0.068437 2.840707 1.911857 0.000000 -0.058336 0.003403
2454246.0737131 300000.0000000 -0.055434 0.065433 2.844933 1.907184 -0.009400 -0.046311 0.002145
2454246.0738404 300000.0000000 -0.063456 0.072587 2.846475 1.913133 -0.009400 -0.034285 0.001175
2454246.0739678 300000.0000000 -0.048891 0.077379 2.843263 1.916056 -0.018800 -0.022259 0.000495
2454246.0740951 300000.0000000 -0.048685 0.063797 2.841622 1.914172 -0.009400 -0.010234 0.000105
2454246.0742224 300000.0000000 -0.060179 0.071379 2.843746 1.911468 -0.028200 0.001792 0.000003
2454246.0743497 300000.0000000 -0.049917 0.071892 2.844377 1.910036 -0.028200 0.013817 0.000191
2454246.0744771 300000.0000000 -0.043835 0.074641 2.842060 1.915989 -0.018800 0.025844 0.000668
2454246.0746044 300000.0000000 -0.047031 0.073779 2.844027 1.909610 -0.009400 0.037869 0.001434
2454246.0747317 300000.0000000 -0.048259 0.068135 2.844972 1.910521 -0.028200 0.049894 0.002489
2454246.0748590 300000.0000000 -0.050019 0.072400 2.845307 1.917079 -0.018800 0.061920 0.003834
2454246.0765953 300000.0000000 -0.051694 0.071710 2.850927 1.912127 -0.028200 0.225910 0.051035
2454246.0767226 300000.0000000 -0.048718 0.076390 2.853374 1.908105 -0.018800 0.237935 0.056613
